b,critic_loss,policy_loss,steps,walltime
1.0,1.3413166,9.556612e-07,150,8.181196451187134
1.0,1.1246378,1.0218045e-06,151,8.241796731948853
1.0,1.1210756,9.263033e-07,152,8.281187772750854
1.0,1.0736396,1.2099109e-06,153,8.348535299301147
1.0,1.1021911,1.1620103e-06,154,8.406127452850342
1.0,1.1648061,1.0540346e-06,155,8.45751166343689
1.0,1.12908,1.0076425e-06,156,8.515919923782349
1.0,1.2022243,1.01288e-06,157,8.569313287734985
1.0,1.1820003,9.307163e-07,158,8.620383739471436
1.0,1.0954084,8.4933964e-07,159,8.677729368209839
1.0,1.0728798,1.19382e-06,160,8.731375932693481
1.0,1.174364,1.0174407e-06,161,8.788459539413452
1.0,1.0487326,9.644262e-07,162,8.84264612197876
1.0,1.1345747,9.4882125e-07,163,8.87624454498291
1.0,1.1791415,8.1781894e-07,164,8.945412874221802
1.0,1.1018473,1.2575571e-06,165,9.001413822174072
1.0,1.0671633,1.0243537e-06,166,9.035613298416138
1.0,1.073441,9.617944e-07,167,9.111574172973633
1.0,1.1150441,1.2138869e-06,168,9.160966634750366
1.0,1.2417084,1.174405e-06,169,9.217543363571167
1.0,1.0473021,1.1993716e-06,170,9.287047863006592
1.0,1.0751399,1.5936138e-06,171,9.332794666290283
1.0,1.3284025,1.115125e-06,172,9.387184381484985
1.0,0.991995,1.3241729e-06,173,9.436395645141602
1.0,1.0123578,1.2866518e-06,174,9.509345769882202
1.0,1.0423316,1.2122031e-06,175,9.568289518356323
1.0,1.2091863,1.0380346e-06,176,9.61257290840149
1.0,1.2673396,1.4087457e-06,177,9.670346736907959
1.0,1.2285461,1.4542452e-06,178,9.737049102783203
1.0,1.1802737,1.483498e-06,179,9.776610612869263
1.0,1.1255847,1.2998377e-06,180,9.84804368019104
1.0,1.1545194,1.2986661e-06,181,9.889431953430176
1.0,1.1882925,1.3095589e-06,182,9.95693325996399
1.0,1.135551,1.0259063e-06,183,9.993212699890137
1.0,1.1330972,1.3772568e-06,184,10.066476821899414
1.0,1.3047367,2.478142e-06,185,10.123351097106934
1.0,1.1795988,1.875856e-06,186,10.179066896438599
1.0,1.1256828,1.4629487e-06,187,10.209226131439209
1.0,1.2231579,1.7121558e-06,188,10.282875776290894
1.0,1.1949803,1.8745326e-06,189,10.330464601516724
1.0,1.3540181,2.0786445e-06,190,10.396713972091675
1.0,1.3181977,1.8160932e-06,191,10.455205202102661
1.0,1.1752218,1.6861011e-06,192,10.51233983039856
1.0,1.2202622,1.7165946e-06,193,10.567262411117554
1.0,1.2966983,2.0997372e-06,194,10.622489213943481
1.0,1.2853364,1.5857953e-06,195,10.66554856300354
1.0,1.3609979,1.7758564e-06,196,10.727747201919556
1.0,1.4495453,2.1260867e-06,197,10.782019138336182
1.0,1.1859709,2.2368604e-06,198,10.836026668548584
1.0,1.11884,2.9121165e-06,199,10.888020038604736
1.0,1.2518154,1.6860251e-06,200,10.945247173309326
1.0,1.497183,1.9424313e-06,201,10.99148154258728
1.0,1.4180193,2.937717e-06,202,11.04672384262085
1.0,1.5251304,2.0959083e-06,203,11.105122327804565
1.0,1.5446813,2.1801598e-06,204,11.159633159637451
1.0,1.4804895,2.5440254e-06,205,11.19451093673706
1.0,1.5510116,2.3657553e-06,206,11.260803699493408
1.0,1.5176499,1.7704181e-06,207,11.302852392196655
1.0,1.6772944,3.1793907e-06,208,11.372077703475952
1.0,1.3637915,3.195968e-06,209,11.41873049736023
1.0,1.4419051,3.0396338e-06,210,11.478488683700562
1.0,1.4144552,2.748826e-06,211,11.541401863098145
1.0,1.458576,3.1491832e-06,212,11.600119352340698
1.0,1.5646352,2.638985e-06,213,11.629839420318604
1.0,1.4037868,3.886847e-06,214,11.71164608001709
1.0,1.4553151,2.545188e-06,215,11.746498584747314
1.0,1.5525589,3.5722867e-06,216,11.81771206855774
1.0,1.50547,4.0465e-06,217,11.870844841003418
1.0,1.5595363,4.342499e-06,218,11.933325052261353
1.0,1.4651445,3.2709434e-06,219,11.991847038269043
1.0,1.4887474,3.4221193e-06,220,12.040831565856934
1.0,1.4653164,3.2900316e-06,221,12.083101511001587
1.0,1.6130385,3.7861673e-06,222,12.129589080810547
1.0,1.6860452,2.826344e-06,223,12.17934799194336
1.0,1.4793106,3.8881976e-06,224,12.238563537597656
1.0,1.5126526,4.267355e-06,225,12.308963537216187
1.0,1.4664043,3.8103562e-06,226,12.366627931594849
1.0,1.4026651,4.1582007e-06,227,12.407858848571777
1.0,1.5639822,3.426149e-06,228,12.457671165466309
1.0,1.4167533,3.9223232e-06,229,12.515894174575806
1.0,1.3841228,4.665474e-06,230,12.55269742012024
1.0,1.5383022,3.3275292e-06,231,12.622411251068115
1.0,1.5754651,4.747457e-06,232,12.677458763122559
1.0,1.395468,4.7222566e-06,233,12.736039400100708
1.0,1.6340489,5.2598157e-06,234,12.770133972167969
1.0,1.5091835,5.7262378e-06,235,12.816912174224854
1.0,1.5878754,5.493148e-06,236,12.874793529510498
1.0,1.4974643,5.8216365e-06,237,12.917436361312866
1.0,1.5037844,6.0377542e-06,238,12.983956813812256
1.0,1.4840578,6.154375e-06,239,13.034711599349976
1.0,1.6415751,5.7974294e-06,240,13.0918128490448
1.0,1.4694812,7.3655474e-06,241,13.144606113433838
1.0,1.4700426,5.3709355e-06,242,13.18544054031372
1.0,1.4047452,5.632638e-06,243,13.248933792114258
1.0,1.6624494,5.028166e-06,244,13.308557987213135
1.0,1.6992992,5.317133e-06,245,13.363703966140747
1.0,1.6133834,7.1612612e-06,246,13.419167757034302
1.0,1.425896,5.9292315e-06,247,13.45043134689331
1.0,1.5239162,4.821906e-06,248,13.507867813110352
1.0,1.5874555,6.079483e-06,249,13.575302124023438
1.0,1.6474462,7.373481e-06,250,13.632677555084229
1.0,1.5901583,6.7266797e-06,251,13.676549434661865
1.0,1.641959,7.917981e-06,252,13.744317531585693
1.0,1.5557306,6.547352e-06,253,13.78846287727356
1.0,1.5261401,5.528439e-06,254,13.845333099365234
1.0,1.488116,6.168255e-06,255,13.901143074035645
1.0,1.4013985,7.344649e-06,256,13.9541494846344
1.0,1.597906,5.3744457e-06,257,14.013697147369385
1.0,1.6436307,5.99496e-06,258,14.061947345733643
1.0,1.5894327,6.6871416e-06,259,14.122295141220093
1.0,1.4831918,6.148238e-06,260,14.164510726928711
1.0,1.5461999,5.411339e-06,261,14.226069688796997
1.0,1.6276724,6.9718863e-06,262,14.26551103591919
1.0,1.563775,6.9394364e-06,263,14.315213441848755
1.0,1.6088915,8.11798e-06,264,14.382425546646118
1.0,1.3992656,5.937609e-06,265,14.433676719665527
1.0,1.6586686,6.6754815e-06,266,14.488356351852417
1.0,1.4473034,8.092526e-06,267,14.540235042572021
1.0,1.6363778,7.439753e-06,268,14.583369493484497
1.0,1.441709,9.540248e-06,269,14.644750118255615
1.0,1.5570621,6.276557e-06,270,14.699170589447021
1.0,1.4899559,1.0962127e-05,271,14.753289222717285
1.0,1.4821235,7.627983e-06,272,14.792398929595947
1.0,1.6511459,8.058447e-06,273,14.854577541351318
1.0,1.5078137,5.939696e-06,274,14.889824151992798
1.0,1.4379293,6.4455085e-06,275,14.959993600845337
1.0,1.5904214,9.814524e-06,276,15.010103464126587
1.0,1.6146401,1.00272955e-05,277,15.055599927902222
1.0,1.8132498,8.16639e-06,278,15.11644721031189
1.0,1.5400367,9.213906e-06,279,15.163911819458008
1.0,1.6125418,8.28188e-06,280,15.206579208374023
1.0,1.5291681,7.311383e-06,281,15.257466554641724
1.0,1.5887663,6.770674e-06,282,15.296942949295044
1.0,1.6321074,7.859109e-06,283,15.351464748382568
1.0,1.5091982,5.609015e-06,284,15.400311470031738
1.0,1.502761,7.1133845e-06,285,15.456191062927246
1.0,1.6580516,8.528895e-06,286,15.493901491165161
1.0,1.4915308,7.0725278e-06,287,15.562867403030396
1.0,1.5461978,8.750021e-06,288,15.620134592056274
1.0,1.4611986,7.4711224e-06,289,15.663515567779541
1.0,1.7960082,8.559649e-06,290,15.728111267089844
1.0,1.5688801,7.683826e-06,291,15.774716854095459
1.0,1.5913174,8.642485e-06,292,15.826853275299072
1.0,1.6323014,6.144083e-06,293,15.863092422485352
1.0,1.4083071,7.3798437e-06,294,15.92582368850708
1.0,1.7493004,6.541994e-06,295,15.956560134887695
1.0,1.5936834,8.167923e-06,296,16.025019645690918
1.0,1.7228644,9.5794685e-06,297,16.066115379333496
1.0,1.6777442,8.975721e-06,298,16.109662771224976
1.0,1.6036055,9.131498e-06,299,16.176302909851074
1.0,1.6448891,9.042975e-06,300,16.23620104789734
1.0,1.923946,6.772597e-06,301,16.286998510360718
1.0,1.9086007,7.8234725e-06,302,16.323235511779785
1.0,1.7985725,9.961772e-06,303,16.389816522598267
1.0,1.971064,8.525969e-06,304,16.449718952178955
1.0,1.8261402,1.1818096e-05,305,16.512224197387695
1.0,1.7660041,8.318214e-06,306,16.56678056716919
1.0,1.8112668,9.15337e-06,307,16.618063926696777
1.0,1.8285853,8.785013e-06,308,16.668121576309204
1.0,1.8668858,1.0011144e-05,309,16.72389531135559
1.0,1.8219423,1.0638384e-05,310,16.77240514755249
1.0,1.8405765,1.1202473e-05,311,16.82979393005371
1.0,1.8551962,1.1298605e-05,312,16.87543797492981
1.0,1.9680493,1.2818689e-05,313,16.94013738632202
1.0,1.867025,1.2582047e-05,314,16.996676683425903
1.0,1.841016,1.1531817e-05,315,17.03102970123291
1.0,1.8699753,1.08783015e-05,316,17.0850670337677
1.0,1.9758625,7.936181e-06,317,17.137388944625854
1.0,1.79848,1.2578931e-05,318,17.174598693847656
1.0,1.9228753,1.0803328e-05,319,17.24013638496399
1.0,1.9413178,1.3050802e-05,320,17.278122663497925
1.0,2.1188018,1.0252494e-05,321,17.34096360206604
1.0,1.8525391,1.0254913e-05,322,17.392833709716797
1.0,1.8006974,1.1733844e-05,323,17.4319486618042
1.0,1.9491359,1.3211837e-05,324,17.491226196289062
1.0,2.0823882,1.2585442e-05,325,17.550511360168457
1.0,2.0676527,1.5475183e-05,326,17.636550903320312
1.0,2.050651,1.4248654e-05,327,17.688645362854004
1.0,1.8362851,1.0438442e-05,328,17.73637580871582
1.0,2.0436668,1.0574367e-05,329,17.801775217056274
1.0,1.8453805,1.1193816e-05,330,17.86148762702942
1.0,1.9092085,1.3375217e-05,331,17.92076587677002
1.0,1.9044738,1.1513322e-05,332,17.979990482330322
1.0,1.9231927,1.2436585e-05,333,18.036412000656128
1.0,1.8887696,1.2336266e-05,334,18.07616901397705
1.0,1.7560061,1.1185078e-05,335,18.13817024230957
1.0,1.9902799,1.2588062e-05,336,18.180213689804077
1.0,1.7834066,9.296807e-06,337,18.245592832565308
1.0,1.8220229,9.496544e-06,338,18.302453756332397
1.0,1.8747452,9.47185e-06,339,18.35558247566223
1.0,1.8726578,9.932423e-06,340,18.43600821495056
1.0,1.8283067,7.4700106e-06,341,18.492928743362427
1.0,2.0088742,9.427171e-06,342,18.540453672409058
1.0,1.8769964,8.802717e-06,343,18.587352991104126
1.0,2.0352793,7.889733e-06,344,18.63790464401245
1.0,2.0946066,7.126149e-06,345,18.694447994232178
1.0,1.9128021,6.9262996e-06,346,18.745133638381958
1.0,1.8844159,6.624623e-06,347,18.792869329452515
1.0,1.9417292,6.996048e-06,348,18.867023229599
1.0,1.8926607,8.20412e-06,349,18.93460726737976
1.0,1.8947783,7.619611e-06,350,18.97121572494507
1.0,1.9162735,7.130271e-06,351,19.028292179107666
1.0,2.0670774,9.032236e-06,352,19.086782217025757
1.0,1.936584,1.02074355e-05,353,19.142354249954224
1.0,2.0095096,9.205904e-06,354,19.204772233963013
1.0,1.9547211,7.715545e-06,355,19.28300952911377
1.0,2.0138834,7.6518845e-06,356,19.345450401306152
1.0,1.8069779,9.786041e-06,357,19.42009735107422
1.0,1.8604032,7.4499285e-06,358,19.45951819419861
1.0,1.8979833,6.1120536e-06,359,19.520543813705444
1.0,2.02149,8.693307e-06,360,19.591302394866943
1.0,1.8245337,8.387562e-06,361,19.65714740753174
1.0,1.9716427,9.045143e-06,362,19.70372700691223
1.0,1.7631707,8.490582e-06,363,19.780083656311035
1.0,1.888684,1.0160885e-05,364,19.84857153892517
1.0,2.033467,8.958513e-06,365,19.879339694976807
1.0,1.9235029,7.922875e-06,366,19.951059103012085
1.0,1.9029539,8.091584e-06,367,19.99246573448181
1.0,1.8290701,8.096002e-06,368,20.062401056289673
1.0,1.864908,8.353701e-06,369,20.098106861114502
1.0,1.9436746,9.475184e-06,370,20.15204358100891
1.0,1.8325218,8.73544e-06,371,20.20475697517395
1.0,1.8780105,9.074936e-06,372,20.25316286087036
1.0,1.81398,8.888064e-06,373,20.326969861984253
1.0,1.8884121,8.195964e-06,374,20.361958265304565
1.0,1.8563027,8.867473e-06,375,20.416746377944946
1.0,1.9427199,1.0308187e-05,376,20.46432089805603
1.0,1.8310313,9.363425e-06,377,20.524779081344604
1.0,2.0015798,8.754942e-06,378,20.56690788269043
1.0,1.9344184,7.757766e-06,379,20.61109471321106
1.0,1.8574545,8.402117e-06,380,20.672893524169922
1.0,2.021623,8.902675e-06,381,20.729236602783203
1.0,1.7684469,8.601969e-06,382,20.77650737762451
1.0,1.9906496,8.004914e-06,383,20.840519189834595
1.0,1.7731706,8.679743e-06,384,20.880027294158936
1.0,1.8106289,8.593923e-06,385,20.946220636367798
1.0,1.9350711,8.66042e-06,386,20.984559059143066
1.0,1.7714078,7.746707e-06,387,21.03442406654358
1.0,1.8710041,1.0070753e-05,388,21.090687036514282
1.0,1.895736,9.064845e-06,389,21.12924575805664
1.0,2.0020537,8.987504e-06,390,21.208974599838257
1.0,1.7938232,8.698564e-06,391,21.243252515792847
1.0,1.9545748,9.668247e-06,392,21.297500610351562
1.0,1.90294,9.867821e-06,393,21.34316635131836
1.0,1.8549943,8.82461e-06,394,21.413835287094116
1.0,1.8725736,8.735581e-06,395,21.446839094161987
1.0,1.8324534,9.7518105e-06,396,21.52622628211975
1.0,1.9639276,8.746732e-06,397,21.576625108718872
1.0,1.9472742,9.581614e-06,398,21.641200065612793
1.0,1.7971803,8.298758e-06,399,21.68733286857605
1.0,2.0326388,8.746935e-06,400,21.73847198486328
1.0,2.2986255,1.0738393e-05,401,21.799358367919922
1.0,2.2058237,8.578461e-06,402,21.851165294647217
1.0,2.235423,9.003798e-06,403,21.91233468055725
1.0,1.9108545,8.523322e-06,404,21.97826361656189
1.0,2.0983086,9.1043785e-06,405,22.018476963043213
1.0,2.067912,8.109232e-06,406,22.07495141029358
1.0,2.2032976,9.144051e-06,407,22.13087511062622
1.0,2.0066917,8.40821e-06,408,22.184468507766724
1.0,2.3618438,8.101429e-06,409,22.24308943748474
1.0,2.1504965,9.082351e-06,410,22.30846333503723
1.0,2.2834208,9.035614e-06,411,22.33996844291687
1.0,2.1810336,1.00282205e-05,412,22.403828144073486
1.0,2.120218,1.0268513e-05,413,22.45267152786255
1.0,2.159632,9.175894e-06,414,22.52185344696045
1.0,2.2887769,1.1384658e-05,415,22.562474012374878
1.0,2.119139,1.09527355e-05,416,22.629467725753784
1.0,2.1212187,1.1925302e-05,417,22.69071340560913
1.0,2.2842777,1.1746494e-05,418,22.743446111679077
1.0,2.2577956,1.1802649e-05,419,22.80940890312195
1.0,2.2606065,1.2923276e-05,420,22.86639976501465
1.0,2.0950527,1.3014861e-05,421,22.91098403930664
1.0,2.1828377,1.3191875e-05,422,22.95442271232605
1.0,2.3210557,1.37467505e-05,423,23.028440952301025
1.0,2.1463492,1.4413352e-05,424,23.065863609313965
1.0,2.2211208,1.5987895e-05,425,23.12227702140808
1.0,2.1758802,1.7009714e-05,426,23.183100700378418
1.0,2.0857835,1.3624725e-05,427,23.253822803497314
1.0,2.1585693,1.6559388e-05,428,23.312711000442505
1.0,2.1711228,1.6280312e-05,429,23.34682059288025
1.0,2.0674403,1.7137796e-05,430,23.397740602493286
1.0,2.141191,1.88075e-05,431,23.4737651348114
1.0,2.0965455,1.7330003e-05,432,23.507431983947754
1.0,2.2449634,2.1423915e-05,433,23.564335107803345
1.0,2.0827897,1.7488925e-05,434,23.61612558364868
1.0,2.3552299,1.9340037e-05,435,23.667417287826538
1.0,1.9988332,1.7311337e-05,436,23.727949857711792
1.0,2.1040213,1.8753477e-05,437,23.798491716384888
1.0,2.117322,1.8311257e-05,438,23.84025740623474
1.0,2.1256347,1.833782e-05,439,23.89119267463684
1.0,2.2669501,1.995183e-05,440,23.938899755477905
1.0,2.1974704,1.9912915e-05,441,23.992111682891846
1.0,2.021353,1.9881989e-05,442,24.05807137489319
1.0,2.1835444,2.2253254e-05,443,24.112966299057007
1.0,2.2563562,2.0834414e-05,444,24.168855667114258
1.0,2.0478463,2.2040973e-05,445,24.214597940444946
1.0,2.1722517,2.3446988e-05,446,24.265928983688354
1.0,2.0641048,2.1959304e-05,447,24.31749939918518
1.0,2.029888,2.2355262e-05,448,24.369452238082886
1.0,2.4723496,2.325799e-05,449,24.430575609207153
1.0,2.3548894,2.3195655e-05,450,24.468121767044067
1.0,2.0244474,2.4451983e-05,451,24.55386734008789
1.0,2.1151438,2.8200022e-05,452,24.60098361968994
1.0,2.0956023,2.6105976e-05,453,24.661315441131592
1.0,2.1644013,2.8240422e-05,454,24.70616388320923
1.0,2.2770553,3.4890043e-05,455,24.779548406600952
1.0,2.1051779,2.8785867e-05,456,24.819233655929565
1.0,2.1171098,2.9447787e-05,457,24.87946391105652
1.0,2.0512083,3.2370066e-05,458,24.932247161865234
1.0,2.081479,2.7869377e-05,459,24.997918367385864
1.0,2.0632696,2.8960112e-05,460,25.049113273620605
1.0,2.1107826,3.4125133e-05,461,25.111849069595337
1.0,2.1125681,3.9696297e-05,462,25.150070428848267
1.0,2.1519406,3.1831238e-05,463,25.22805690765381
1.0,2.168818,3.1819895e-05,464,25.27391743659973
1.0,2.1538017,3.4232373e-05,465,25.33585500717163
1.0,2.0759547,3.2798376e-05,466,25.394906282424927
1.0,2.1240087,3.491428e-05,467,25.469600200653076
1.0,2.1793082,3.1670614e-05,468,25.503302335739136
1.0,2.3115292,3.6093552e-05,469,25.54652714729309
1.0,2.351394,3.2351065e-05,470,25.612371921539307
1.0,2.1457896,3.248913e-05,471,25.667418003082275
1.0,2.087014,3.635133e-05,472,25.702056884765625
1.0,2.045052,2.7417624e-05,473,25.771978616714478
1.0,1.983845,2.596305e-05,474,25.804705142974854
1.0,2.0688772,2.8644772e-05,475,25.855588912963867
1.0,2.167526,3.1133022e-05,476,25.9203782081604
1.0,2.1312134,2.46768e-05,477,25.98941731452942
1.0,2.176966,2.4250441e-05,478,26.03896737098694
1.0,2.086705,3.068312e-05,479,26.07149076461792
1.0,2.2700474,2.6356613e-05,480,26.146424770355225
1.0,2.2842908,2.9661742e-05,481,26.200231313705444
1.0,2.1893818,2.9295608e-05,482,26.244171380996704
1.0,2.209709,2.6382257e-05,483,26.31805658340454
1.0,2.3423088,3.767937e-05,484,26.36933445930481
1.0,2.4082122,3.5658126e-05,485,26.418566703796387
1.0,2.2260506,3.0355564e-05,486,26.484111785888672
1.0,2.1503222,3.159631e-05,487,26.525543689727783
1.0,2.0863388,3.4263605e-05,488,26.59091591835022
